case_id,margin_level,response,persistence,policy,period,period_profit,total_d2c_quantity,total_retailer_quantity,average_exposure,average_order_state,capacity_used,listed_A,listed_B,listed_C,listed_D,d2c_quantity_A,d2c_quantity_B,d2c_quantity_C,d2c_quantity_D,retailer_quantity_R1_A,retailer_quantity_R1_C,retailer_quantity_R2_A,retailer_quantity_R2_D,retailer_quantity_R3_B,retailer_quantity_R3_C,retailer_quantity_R3_D,exposure_R1,exposure_R2,exposure_R3,order_state_R1,order_state_R2,order_state_R3
C013,1.0,0.4,0.4,lookahead,3,2108.52,100.0,163.96,0.4444444444444444,0.8506666666666668,263.96000000000004,1,1,0,0,50.0,50.0,0.0,0.0,33.28,24.96,29.12,24.96,25.0,13.320000000000002,13.320000000000002,0.5,0.5,0.3333333333333333,0.8320000000000001,0.8320000000000001,0.8880000000000001
C014,1.0,0.4,0.7,myopic,1,2155.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C014,1.0,0.4,0.7,myopic,2,2153.2000000000003,100.0,170.00000000000006,0.4444444444444444,0.9466666666666667,270.00000000000006,1,1,0,0,50.0,50.0,0.0,0.0,32.1,28.2,32.9,28.2,25.0,9.200000000000056,14.4,0.5,0.5,0.3333333333333333,0.94,0.94,0.96
C014,1.0,0.4,0.7,myopic,3,2151.94,100.0,170.0,0.4444444444444444,0.9093333333333332,270.0,1,1,0,0,50.0,50.0,0.0,0.0,33.57000000000001,26.939999999999998,31.429999999999996,26.939999999999998,25.0,12.140000000000015,13.979999999999997,0.5,0.5,0.3333333333333333,0.8979999999999999,0.8979999999999999,0.9319999999999999
C014,1.0,0.4,0.7,lookahead,1,2155.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C014,1.0,0.4,0.7,lookahead,2,2153.2,100.0,170.0,0.4444444444444444,0.9466666666666667,270.0,1,1,0,0,50.0,50.0,0.0,0.0,37.6,28.2,27.4,23.0,25.0,14.4,14.4,0.5,0.5,0.3333333333333333,0.94,0.94,0.96
C014,1.0,0.4,0.7,lookahead,3,2151.94,100.0,170.0,0.4444444444444444,0.9093333333333332,270.0,1,1,0,0,50.0,50.0,0.0,0.0,33.57000000000001,26.939999999999998,31.429999999999996,26.939999999999998,25.0,12.140000000000015,13.979999999999997,0.5,0.5,0.3333333333333333,0.8979999999999999,0.8979999999999999,0.9319999999999999
C015,1.0,0.4,0.9,myopic,1,2155.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C015,1.0,0.4,0.9,myopic,2,2154.3999999999996,100.0,170.0,0.4444444444444444,0.9822222222222222,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.7,29.4,34.3,29.4,25.0,6.4,14.8,0.5,0.5,0.3333333333333333,0.98,0.98,0.9866666666666667
C015,1.0,0.4,0.9,myopic,3,2153.8599999999997,100.0,170.0,0.4444444444444444,0.9662222222222222,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.33,28.86,33.67,28.86,25.0,7.659999999999982,14.620000000000005,0.5,0.5,0.3333333333333333,0.962,0.962,0.9746666666666667
C015,1.0,0.4,0.9,lookahead,1,2155.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C015,1.0,0.4,0.9,lookahead,2,2154.4,100.0,170.0,0.4444444444444444,0.9822222222222222,270.0,1,1,0,0,50.0,50.0,0.0,0.0,39.2,29.4,25.8,21.0,25.0,14.8,14.8,0.5,0.5,0.3333333333333333,0.98,0.98,0.9866666666666667
C015,1.0,0.4,0.9,lookahead,3,2153.8599999999997,100.0,170.0,0.4444444444444444,0.9662222222222222,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.33,28.86,33.67,28.86,25.0,7.659999999999982,14.620000000000005,0.5,0.5,0.3333333333333333,0.962,0.962,0.9746666666666667
C016,1.0,0.6,0.4,myopic,1,2155.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C016,1.0,0.6,0.4,myopic,2,2095.2,100.0,162.10000000000002,0.4444444444444444,0.84,262.1,1,1,0,0,50.0,50.0,0.0,0.0,32.800000000000004,24.6,28.700000000000003,24.6,25.0,13.2,13.2,0.5,0.5,0.3333333333333333,0.8200000000000001,0.8200000000000001,0.88
C016,1.0,0.6,0.4,myopic,3,2015.0,100.0,150.9,0.4444444444444444,0.7760000000000001,250.9,1,1,0,0,50.0,50.0,0.0,0.0,29.92,22.440000000000005,26.18,22.44,24.96,12.48,12.48,0.5,0.5,0.3333333333333333,0.748,0.748,0.8320000000000001
C016,1.0,0.6,0.4,lookahead,1,2135.0,90.0,180.0,0.41111111111111115,1.0,270.0,1,1,0,0,40.0,50.0,0.0,0.0,40.0,30.0,35.0,20.0,25.0,15.0,15.0,0.45,0.45,0.3333333333333333,1.0,1.0,1.0
C016,1.0,0.6,0.4,lookahead,2,2113.02,100.0,164.53,0.4444444444444444,0.852,264.53000000000003,1,1,0,0,50.0,50.0,0.0,0.0,33.52,25.14,29.330000000000005,25.14,25.0,13.2,13.2,0.5,0.5,0.3333333333333333,0.8380000000000001,0.8380000000000001,0.88
C016,1.0,0.6,0.4,lookahead,3,2022.1280000000002,100.0,151.872,0.4444444444444444,0.7808000000000002,251.872,1,1,0,0,50.0,50.0,0.0,0.0,30.208000000000006,22.656000000000002,26.432000000000002,22.656000000000002,24.96,12.48,12.48,0.5,0.5,0.3333333333333333,0.7552000000000001,0.7552000000000001,0.8320000000000001
C017,1.0,0.6,0.7,myopic,1,2155.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C017,1.0,0.6,0.7,myopic,2,2152.3,100.0,170.0,0.4444444444444444,0.9199999999999999,270.0,1,1,0,0,50.0,50.0,0.0,0.0,33.15,27.3,31.85,27.3,25.0,11.3,14.1,0.5,0.5,0.3333333333333333,0.9099999999999999,0.9099999999999999,0.94
C017,1.0,0.6,0.7,myopic,3,2125.17,100.0,166.285,0.4444444444444444,0.8639999999999999,266.28499999999997,1,1,0,0,50.0,50.0,0.0,0.0,33.879999999999995,25.41,29.645,25.41,25.0,13.469999999999999,13.469999999999999,0.5,0.5,0.3333333333333333,0.847,0.847,0.8979999999999999
C017,1.0,0.6,0.7,lookahead,1,2155.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C017,1.0,0.6,0.7,lookahead,2,2152.3,100.0,170.0,0.4444444444444444,0.9199999999999999,270.0,1,1,0,0,50.0,50.0,0.0,0.0,36.4,27.3,28.6,24.5,25.0,14.1,14.1,0.5,0.5,0.3333333333333333,0.9099999999999999,0.9099999999999999,0.94
C017,1.0,0.6,0.7,lookahead,3,2125.17,100.0,166.285,0.4444444444444444,0.8639999999999999,266.28499999999997,1,1,0,0,50.0,50.0,0.0,0.0,33.879999999999995,25.41,29.645,25.41,25.0,13.469999999999999,13.469999999999999,0.5,0.5,0.3333333333333333,0.847,0.847,0.8979999999999999
C018,1.0,0.6,0.9,myopic,1,2155.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C018,1.0,0.6,0.9,myopic,2,2154.1000000000004,100.0,170.0,0.4444444444444444,0.9733333333333333,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.05,29.1,33.95,29.1,25.0,7.1,14.7,0.5,0.5,0.3333333333333333,0.97,0.97,0.98
C018,1.0,0.6,0.9,myopic,3,2153.29,100.0,170.0,0.4444444444444444,0.9493333333333333,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.995000000000005,28.29,33.004999999999995,28.29,25.0,8.990000000000009,14.43,0.5,0.5,0.3333333333333333,0.943,0.943,0.962
C018,1.0,0.6,0.9,lookahead,1,2155.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C018,1.0,0.6,0.9,lookahead,2,2154.1,100.0,170.0,0.4444444444444444,0.9733333333333333,270.0,1,1,0,0,50.0,50.0,0.0,0.0,38.8,29.1,26.2,21.5,25.0,14.7,14.7,0.5,0.5,0.3333333333333333,0.97,0.97,0.98
C018,1.0,0.6,0.9,lookahead,3,2153.29,100.0,170.0,0.4444444444444444,0.9493333333333333,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.995000000000005,28.29,33.004999999999995,28.29,25.0,8.990000000000009,14.43,0.5,0.5,0.3333333333333333,0.943,0.943,0.962
C019,1.5,0.2,0.4,myopic,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C019,1.5,0.2,0.4,myopic,2,2253.2000000000003,100.0,170.00000000000006,0.4444444444444444,0.9466666666666667,270.00000000000006,1,1,0,0,50.0,50.0,0.0,0.0,32.1,28.200000000000003,32.9,28.200000000000003,25.0,9.200000000000049,14.4,0.5,0.5,0.3333333333333333,0.9400000000000001,0.9400000000000001,0.96
C019,1.5,0.2,0.4,myopic,3,2252.48,100.0,170.0,0.4444444444444444,0.9253333333333335,270.0,1,1,0,0,50.0,50.0,0.0,0.0,32.94,27.480000000000004,32.06,27.480000000000004,25.0,10.879999999999981,14.159999999999997,0.5,0.5,0.3333333333333333,0.9160000000000001,0.9160000000000001,0.944
C019,1.5,0.2,0.4,lookahead,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C019,1.5,0.2,0.4,lookahead,2,2253.2,100.0,170.0,0.4444444444444444,0.9466666666666667,270.0,1,1,0,0,50.0,50.0,0.0,0.0,37.6,28.2,27.4,23.0,25.0,14.4,14.4,0.5,0.5,0.3333333333333333,0.9400000000000001,0.9400000000000001,0.96
C019,1.5,0.2,0.4,lookahead,3,2252.48,100.0,170.0,0.4444444444444444,0.9253333333333335,270.0,1,1,0,0,50.0,50.0,0.0,0.0,32.94,27.480000000000004,32.06,27.480000000000004,25.0,10.879999999999981,14.159999999999997,0.5,0.5,0.3333333333333333,0.9160000000000001,0.9160000000000001,0.944
C020,1.5,0.2,0.7,myopic,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C020,1.5,0.2,0.7,myopic,2,2254.1000000000004,100.0,170.0,0.4444444444444444,0.9733333333333333,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.05,29.1,33.95,29.1,25.0,7.1,14.7,0.5,0.5,0.3333333333333333,0.97,0.97,0.98
C020,1.5,0.2,0.7,myopic,3,2253.4700000000003,100.0,170.0,0.4444444444444444,0.9546666666666667,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.784999999999997,28.470000000000002,33.215,28.470000000000002,25.0,8.569999999999993,14.489999999999998,0.5,0.5,0.3333333333333333,0.9490000000000001,0.9490000000000001,0.966
C020,1.5,0.2,0.7,lookahead,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C020,1.5,0.2,0.7,lookahead,2,2254.1,100.0,170.0,0.4444444444444444,0.9733333333333333,270.0,1,1,0,0,50.0,50.0,0.0,0.0,38.8,29.1,26.2,21.5,25.0,14.7,14.7,0.5,0.5,0.3333333333333333,0.97,0.97,0.98
C020,1.5,0.2,0.7,lookahead,3,2253.4700000000003,100.0,170.0,0.4444444444444444,0.9546666666666667,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.784999999999997,28.470000000000002,33.215,28.470000000000002,25.0,8.569999999999993,14.489999999999998,0.5,0.5,0.3333333333333333,0.9490000000000001,0.9490000000000001,0.966
C021,1.5,0.2,0.9,myopic,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C021,1.5,0.2,0.9,myopic,2,2254.7000000000003,100.0,170.00000000000006,0.4444444444444444,0.991111111111111,270.00000000000006,1,1,0,0,50.0,50.0,0.0,0.0,30.35,29.7,34.65,29.7,25.0,5.700000000000057,14.9,0.5,0.5,0.3333333333333333,0.99,0.99,0.9933333333333333
C021,1.5,0.2,0.9,myopic,3,2254.43,100.0,170.0,0.4444444444444444,0.983111111111111,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.665,29.43,34.335,29.43,25.0,6.329999999999998,14.809999999999995,0.5,0.5,0.3333333333333333,0.981,0.981,0.9873333333333333
C021,1.5,0.2,0.9,lookahead,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C021,1.5,0.2,0.9,lookahead,2,2254.7,100.0,170.0,0.4444444444444444,0.991111111111111,270.0,1,1,0,0,50.0,50.0,0.0,0.0,39.6,29.7,25.4,20.5,25.0,14.9,14.9,0.5,0.5,0.3333333333333333,0.99,0.99,0.9933333333333333
C021,1.5,0.2,0.9,lookahead,3,2254.43,100.0,170.0,0.4444444444444444,0.983111111111111,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.665,29.43,34.335,29.43,25.0,6.329999999999998,14.809999999999995,0.5,0.5,0.3333333333333333,0.981,0.981,0.9873333333333333
C022,1.5,0.4,0.4,myopic,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C022,1.5,0.4,0.4,myopic,2,2251.4,100.0,170.0,0.4444444444444444,0.8933333333333334,270.0,1,1,0,0,50.0,50.0,0.0,0.0,34.2,26.4,30.8,26.4,25.0,13.4,13.8,0.5,0.5,0.3333333333333333,0.88,0.88,0.92
C022,1.5,0.4,0.4,myopic,3,2208.52,100.0,163.96,0.4444444444444444,0.8506666666666668,263.96000000000004,1,1,0,0,50.0,50.0,0.0,0.0,33.28,24.96,29.12,24.96,25.0,13.320000000000002,13.320000000000002,0.5,0.5,0.3333333333333333,0.8320000000000001,0.8320000000000001,0.8880000000000001
C022,1.5,0.4,0.4,lookahead,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C022,1.5,0.4,0.4,lookahead,2,2251.4,100.0,170.0,0.4444444444444444,0.8933333333333334,270.0,1,1,0,0,50.0,50.0,0.0,0.0,35.2,26.4,29.8,26.0,25.0,13.8,13.8,0.5,0.5,0.3333333333333333,0.88,0.88,0.92
C022,1.5,0.4,0.4,lookahead,3,2208.52,100.0,163.96,0.4444444444444444,0.8506666666666668,263.96000000000004,1,1,0,0,50.0,50.0,0.0,0.0,33.28,24.96,29.12,24.96,25.0,13.320000000000002,13.320000000000002,0.5,0.5,0.3333333333333333,0.8320000000000001,0.8320000000000001,0.8880000000000001
C023,1.5,0.4,0.7,myopic,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C023,1.5,0.4,0.7,myopic,2,2253.2000000000003,100.0,170.00000000000006,0.4444444444444444,0.9466666666666667,270.00000000000006,1,1,0,0,50.0,50.0,0.0,0.0,32.1,28.2,32.9,28.2,25.0,9.200000000000056,14.4,0.5,0.5,0.3333333333333333,0.94,0.94,0.96
C023,1.5,0.4,0.7,myopic,3,2251.94,100.0,170.0,0.4444444444444444,0.9093333333333332,270.0,1,1,0,0,50.0,50.0,0.0,0.0,33.57000000000001,26.939999999999998,31.429999999999996,26.939999999999998,25.0,12.140000000000015,13.979999999999997,0.5,0.5,0.3333333333333333,0.8979999999999999,0.8979999999999999,0.9319999999999999
C023,1.5,0.4,0.7,lookahead,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C023,1.5,0.4,0.7,lookahead,2,2253.2,100.0,170.0,0.4444444444444444,0.9466666666666667,270.0,1,1,0,0,50.0,50.0,0.0,0.0,37.6,28.2,27.4,23.0,25.0,14.4,14.4,0.5,0.5,0.3333333333333333,0.94,0.94,0.96
C023,1.5,0.4,0.7,lookahead,3,2251.94,100.0,170.0,0.4444444444444444,0.9093333333333332,270.0,1,1,0,0,50.0,50.0,0.0,0.0,33.57000000000001,26.939999999999998,31.429999999999996,26.939999999999998,25.0,12.140000000000015,13.979999999999997,0.5,0.5,0.3333333333333333,0.8979999999999999,0.8979999999999999,0.9319999999999999
C024,1.5,0.4,0.9,myopic,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C024,1.5,0.4,0.9,myopic,2,2254.3999999999996,100.0,170.0,0.4444444444444444,0.9822222222222222,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.7,29.4,34.3,29.4,25.0,6.4,14.8,0.5,0.5,0.3333333333333333,0.98,0.98,0.9866666666666667
C024,1.5,0.4,0.9,myopic,3,2253.8599999999997,100.0,170.0,0.4444444444444444,0.9662222222222222,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.33,28.86,33.67,28.86,25.0,7.659999999999982,14.620000000000005,0.5,0.5,0.3333333333333333,0.962,0.962,0.9746666666666667
C024,1.5,0.4,0.9,lookahead,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C024,1.5,0.4,0.9,lookahead,2,2254.4,100.0,170.0,0.4444444444444444,0.9822222222222222,270.0,1,1,0,0,50.0,50.0,0.0,0.0,39.2,29.4,25.8,21.0,25.0,14.8,14.8,0.5,0.5,0.3333333333333333,0.98,0.98,0.9866666666666667
C024,1.5,0.4,0.9,lookahead,3,2253.8599999999997,100.0,170.0,0.4444444444444444,0.9662222222222222,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.33,28.86,33.67,28.86,25.0,7.659999999999982,14.620000000000005,0.5,0.5,0.3333333333333333,0.962,0.962,0.9746666666666667
C025,1.5,0.6,0.4,myopic,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C025,1.5,0.6,0.4,myopic,2,2195.2,100.0,162.10000000000002,0.4444444444444444,0.84,262.1,1,1,0,0,50.0,50.0,0.0,0.0,32.800000000000004,24.6,28.700000000000003,24.6,25.0,13.2,13.2,0.5,0.5,0.3333333333333333,0.8200000000000001,0.8200000000000001,0.88
C025,1.5,0.6,0.4,myopic,3,2115.0,100.0,150.9,0.4444444444444444,0.7760000000000001,250.9,1,1,0,0,50.0,50.0,0.0,0.0,29.92,22.440000000000005,26.18,22.44,24.96,12.48,12.48,0.5,0.5,0.3333333333333333,0.748,0.748,0.8320000000000001
C025,1.5,0.6,0.4,lookahead,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C025,1.5,0.6,0.4,lookahead,2,2195.2,100.0,162.10000000000002,0.4444444444444444,0.84,262.1,1,1,0,0,50.0,50.0,0.0,0.0,32.800000000000004,24.6,28.700000000000003,24.6,25.0,13.2,13.2,0.5,0.5,0.3333333333333333,0.8200000000000001,0.8200000000000001,0.88
C025,1.5,0.6,0.4,lookahead,3,2115.0,100.0,150.9,0.4444444444444444,0.7760000000000001,250.9,1,1,0,0,50.0,50.0,0.0,0.0,29.92,22.440000000000005,26.18,22.44,24.96,12.48,12.48,0.5,0.5,0.3333333333333333,0.748,0.748,0.8320000000000001
C026,1.5,0.6,0.7,myopic,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C026,1.5,0.6,0.7,myopic,2,2252.3,100.0,170.0,0.4444444444444444,0.9199999999999999,270.0,1,1,0,0,50.0,50.0,0.0,0.0,33.15,27.3,31.85,27.3,25.0,11.3,14.1,0.5,0.5,0.3333333333333333,0.9099999999999999,0.9099999999999999,0.94
C026,1.5,0.6,0.7,myopic,3,2225.17,100.0,166.285,0.4444444444444444,0.8639999999999999,266.28499999999997,1,1,0,0,50.0,50.0,0.0,0.0,33.879999999999995,25.41,29.645,25.41,25.0,13.469999999999999,13.469999999999999,0.5,0.5,0.3333333333333333,0.847,0.847,0.8979999999999999
C026,1.5,0.6,0.7,lookahead,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C026,1.5,0.6,0.7,lookahead,2,2252.3,100.0,170.0,0.4444444444444444,0.9199999999999999,270.0,1,1,0,0,50.0,50.0,0.0,0.0,36.4,27.3,28.6,24.5,25.0,14.1,14.1,0.5,0.5,0.3333333333333333,0.9099999999999999,0.9099999999999999,0.94
C026,1.5,0.6,0.7,lookahead,3,2225.17,100.0,166.285,0.4444444444444444,0.8639999999999999,266.28499999999997,1,1,0,0,50.0,50.0,0.0,0.0,33.879999999999995,25.41,29.645,25.41,25.0,13.469999999999999,13.469999999999999,0.5,0.5,0.3333333333333333,0.847,0.847,0.8979999999999999
C027,1.5,0.6,0.9,myopic,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,30.0,30.0,35.0,30.0,25.0,5.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C027,1.5,0.6,0.9,myopic,2,2254.1000000000004,100.0,170.0,0.4444444444444444,0.9733333333333333,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.05,29.1,33.95,29.1,25.0,7.1,14.7,0.5,0.5,0.3333333333333333,0.97,0.97,0.98
C027,1.5,0.6,0.9,myopic,3,2253.29,100.0,170.0,0.4444444444444444,0.9493333333333333,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.995000000000005,28.29,33.004999999999995,28.29,25.0,8.990000000000009,14.43,0.5,0.5,0.3333333333333333,0.943,0.943,0.962
C027,1.5,0.6,0.9,lookahead,1,2255.0,100.0,170.0,0.4444444444444444,1.0,270.0,1,1,0,0,50.0,50.0,0.0,0.0,40.0,30.0,25.0,20.0,25.0,15.0,15.0,0.5,0.5,0.3333333333333333,1.0,1.0,1.0
C027,1.5,0.6,0.9,lookahead,2,2254.1,100.0,170.0,0.4444444444444444,0.9733333333333333,270.0,1,1,0,0,50.0,50.0,0.0,0.0,38.8,29.1,26.2,21.5,25.0,14.7,14.7,0.5,0.5,0.3333333333333333,0.97,0.97,0.98
C027,1.5,0.6,0.9,lookahead,3,2253.29,100.0,170.0,0.4444444444444444,0.9493333333333333,270.0,1,1,0,0,50.0,50.0,0.0,0.0,31.995000000000005,28.29,33.004999999999995,28.29,25.0,8.990000000000009,14.43,0.5,0.5,0.3333333333333333,0.943,0.943,0.962
